Transformer,,,,
File Name,Frame Range,Ground Truth Gloss,Predicted Gloss,Match Status
continuous_0994_S6_strategy2.npz,6100–9166,—,AUNTIE,FP
continuous_0994_S6_strategy2.npz,8904–13150,AUNTIE,—,FN
continuous_0994_S6_strategy2.npz,9166–12233,—,LIGHT,FP
continuous_0994_S6_strategy2.npz,13150–17396,SUNDAY,SUNDAY,TP
continuous_0994_S6_strategy2.npz,17396–21642,DARK,DARK,TP
continuous_0995_S6_strategy2.npz,0–4278,LONGANISA,LONGANISA,TP
continuous_0995_S6_strategy2.npz,3066–6133,—,TEA,FP
continuous_0995_S6_strategy2.npz,4278–8557,TEA,—,FN
continuous_0995_S6_strategy2.npz,6133–9200,—,NOVEMBER,FP
continuous_0995_S6_strategy2.npz,8557–12836,NOVEMBER,—,FN
continuous_0995_S6_strategy2.npz,9200–12300,—,FEBRUARY,FP
continuous_0995_S6_strategy2.npz,12836–17386,CORRECT,CORRECT,TP
continuous_0995_S6_strategy2.npz,17386–21751,THANK YOU,THANK YOU,TP
continuous_0996_S6_strategy2.npz,0–3860,TUESDAY,TUESDAY,TP
continuous_0996_S6_strategy2.npz,3860–8073,BLUE,BLUE,TP
continuous_0996_S6_strategy2.npz,6300–9433,—,MEAT,FP
continuous_0996_S6_strategy2.npz,8073–12319,MEAT,—,FN
continuous_0996_S6_strategy2.npz,12319–16565,JUNE,JUNE,TP
continuous_0996_S6_strategy2.npz,16565–21151,SEVEN,SEVEN,TP
continuous_0996_S6_strategy2.npz,21151–25701,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_0997_S6_strategy2.npz,0–4246,UNCLE,UNCLE,TP
continuous_0997_S6_strategy2.npz,3100–6233,—,NO,FP
continuous_0997_S6_strategy2.npz,4246–8492,YESTERDAY,YESTERDAY,TP
continuous_0997_S6_strategy2.npz,8492–12738,RED,—,FN
continuous_0997_S6_strategy2.npz,12466–15600,—,RED,FP
continuous_0997_S6_strategy2.npz,12738–16984,DEAF BLIND,DEAF BLIND,TP
continuous_0997_S6_strategy2.npz,16984–21783,HELLO,HELLO,TP
continuous_0998_S6_strategy2.npz,0–4622,FIVE,FIVE,TP
continuous_0998_S6_strategy2.npz,4622–8868,WEDNESDAY,WEDNESDAY,TP
continuous_0998_S6_strategy2.npz,8868–13114,WOMAN,—,FN
continuous_0998_S6_strategy2.npz,9166–12200,—,NO,FP
continuous_0998_S6_strategy2.npz,12200–15266,—,WOMAN,FP
continuous_0998_S6_strategy2.npz,13114–17360,NO SUGAR,NO SUGAR,TP
continuous_0998_S6_strategy2.npz,17360–21606,BROWN,BROWN,TP
continuous_0999_S6_strategy2.npz,0–4246,MILK,MILK,TP
continuous_0999_S6_strategy2.npz,2733–5466,—,HELLO,FP
continuous_0999_S6_strategy2.npz,4246–8878,HELLO,—,FN
continuous_0999_S6_strategy2.npz,5466–8200,—,COUSIN,FP
continuous_0999_S6_strategy2.npz,8878–13428,TWO,TWO,TP
continuous_0999_S6_strategy2.npz,13428–17674,SON,SON,TP
continuous_0999_S6_strategy2.npz,16433–19166,—,DAUGHTER,FP
continuous_0999_S6_strategy2.npz,17674–21937,WOMAN,WOMAN,TP
continuous_0999_S6_strategy2.npz,21937–26183,OCTOBER,OCTOBER,TP
continuous_0999_S6_strategy2.npz,26183–30662,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_1000_S6_strategy2.npz,0–4246,GIRL,GIRL,TP
continuous_1000_S6_strategy2.npz,4246–8868,UNDERSTAND,UNDERSTAND,TP
continuous_1000_S6_strategy2.npz,8868–13767,HOW ARE YOU,HOW ARE YOU,TP
continuous_1000_S6_strategy2.npz,13767–18013,CHICKEN,—,FN
continuous_1000_S6_strategy2.npz,15333–17900,—,PARENTS,FP
continuous_1000_S6_strategy2.npz,17900–20466,—,CHICKEN,FP
continuous_1000_S6_strategy2.npz,18013–22742,TWO,—,FN
continuous_1000_S6_strategy2.npz,20466–23000,—,PARENTS,FP
continuous_1000_S6_strategy2.npz,22742–26988,DECEMBER,DECEMBER,TP
continuous_1000_S6_strategy2.npz,23000–25566,—,TWO,FP
continuous_1000_S6_strategy2.npz,26988–31200,TEA,TEA,TP
continuous_1001_S6_strategy2.npz,0–4246,JULY,JULY,TP
continuous_1001_S6_strategy2.npz,2233–4500,—,MAY,FP
continuous_1001_S6_strategy2.npz,4246–8492,WINE,WINE,TP
continuous_1001_S6_strategy2.npz,4500–6766,—,RED,FP
continuous_1001_S6_strategy2.npz,8492–12705,GRAY,GRAY,TP
continuous_1001_S6_strategy2.npz,12705–17184,KNOW,KNOW,TP
continuous_1001_S6_strategy2.npz,13566–15833,—,COUSIN,FP
continuous_1001_S6_strategy2.npz,17184–21430,SUNDAY,SUNDAY,TP
continuous_1001_S6_strategy2.npz,18100–20366,—,DON’T KNOW,FP
continuous_1001_S6_strategy2.npz,21430–25530,IM FINE,IM FINE,TP
continuous_1001_S6_strategy2.npz,25530–29629,RICE,RICE,TP
continuous_1002_S6_strategy2.npz,0–4246,PINK,PINK,TP
continuous_1002_S6_strategy2.npz,3033–6100,—,MOTHER,FP
continuous_1002_S6_strategy2.npz,4246–8832,TEN,TEN,TP
continuous_1002_S6_strategy2.npz,8832–13078,AUNTIE,AUNTIE,TP
continuous_1002_S6_strategy2.npz,13078–17443,IM FINE,IM FINE,TP
continuous_1002_S6_strategy2.npz,17443–21922,KNOW,KNOW,TP
continuous_1003_S6_strategy2.npz,0–4246,GRANDFATHER,GRANDFATHER,TP
continuous_1003_S6_strategy2.npz,2000–6033,—,FATHER,FP
continuous_1003_S6_strategy2.npz,4246–8509,FRIDAY,FRIDAY,TP
continuous_1003_S6_strategy2.npz,8033–10066,—,FEBRUARY,FP
continuous_1003_S6_strategy2.npz,8509–12880,WRONG,WRONG,TP
continuous_1003_S6_strategy2.npz,12066–14100,—,HOT,FP
continuous_1003_S6_strategy2.npz,12880–17538,NINE,NINE,TP
continuous_1003_S6_strategy2.npz,16100–18133,—,EIGHT,FP
continuous_1003_S6_strategy2.npz,17538–22702,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_1003_S6_strategy2.npz,18133–20133,—,MEAT,FP
continuous_1004_S6_strategy2.npz,0–4133,THANK YOU,THANK YOU,TP
continuous_1004_S6_strategy2.npz,3166–6366,—,TODAY,FP
continuous_1004_S6_strategy2.npz,4133–8412,OCTOBER,OCTOBER,TP
continuous_1004_S6_strategy2.npz,8412–12658,WOMAN,WOMAN,TP
continuous_1004_S6_strategy2.npz,12658–16904,VIOLET,VIOLET,TP
continuous_1004_S6_strategy2.npz,16904–21418,WRONG,WRONG,TP
continuous_1004_S6_strategy2.npz,19100–22266,—,YESTERDAY,FP
continuous_1004_S6_strategy2.npz,21418–25664,MONDAY,MONDAY,TP
continuous_1005_S6_strategy2.npz,0–4479,YES,YES,TP
continuous_1005_S6_strategy2.npz,4479–8725,AUNTIE,AUNTIE,TP
continuous_1005_S6_strategy2.npz,8725–12971,HOT,HOT,TP
continuous_1005_S6_strategy2.npz,12971–17201,DEAF,DEAF,TP
continuous_1005_S6_strategy2.npz,17201–21447,THURSDAY,THURSDAY,TP
continuous_1006_S6_strategy2.npz,0–4246,APRIL,APRIL,TP
continuous_1006_S6_strategy2.npz,2966–5933,—,DECEMBER,FP
continuous_1006_S6_strategy2.npz,4246–8492,GRAY,GRAY,TP
continuous_1006_S6_strategy2.npz,8492–12738,SATURDAY,SATURDAY,TP
continuous_1006_S6_strategy2.npz,12738–17217,SEVEN,SEVEN,TP
continuous_1006_S6_strategy2.npz,17217–21463,MARRIED,MARRIED,TP
continuous_1006_S6_strategy2.npz,20800–23766,—,TEN,FP
continuous_1006_S6_strategy2.npz,21463–25728,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_1006_S6_strategy2.npz,25728–29927,BEER,BEER,TP
continuous_1007_S6_strategy2.npz,0–4550,FOUR,FOUR,TP
continuous_1007_S6_strategy2.npz,2100–4233,—,DON’T KNOW,FP
continuous_1007_S6_strategy2.npz,4550–8796,FATHER,FATHER,TP
continuous_1007_S6_strategy2.npz,6333–8466,—,PARENTS,FP
continuous_1007_S6_strategy2.npz,8796–13239,WRONG,WRONG,TP
continuous_1007_S6_strategy2.npz,12700–14833,—,VIOLET,FP
continuous_1007_S6_strategy2.npz,13239–17518,VIOLET,—,FN
continuous_1007_S6_strategy2.npz,14833–16966,—,HARD OF HEARING,FP
continuous_1007_S6_strategy2.npz,16966–19066,—,GOOD EVENING,FP
continuous_1007_S6_strategy2.npz,17518–21684,GOOD EVENING,—,FN
continuous_1007_S6_strategy2.npz,19066–21200,—,NICE TO MEET YOU,FP
continuous_1007_S6_strategy2.npz,21684–25930,MEAT,MEAT,TP
continuous_1007_S6_strategy2.npz,23333–25433,—,JANUARY,FP
continuous_1007_S6_strategy2.npz,25433–27566,—,SEPTEMBER,FP
continuous_1007_S6_strategy2.npz,25930–30176,SEPTEMBER,—,FN
continuous_1007_S6_strategy2.npz,27566–29700,—,AUGUST,FP
continuous_1008_S6_strategy2.npz,0–4479,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_1008_S6_strategy2.npz,4479–8725,FATHER,FATHER,TP
continuous_1008_S6_strategy2.npz,6066–9100,—,PARENTS,FP
continuous_1008_S6_strategy2.npz,8725–13204,TEN,TEN,TP
continuous_1008_S6_strategy2.npz,13204–17450,BREAD,BREAD,TP
continuous_1008_S6_strategy2.npz,15200–18233,—,FOUR,FP
continuous_1008_S6_strategy2.npz,17450–21696,MARRIED,MARRIED,TP
continuous_1008_S6_strategy2.npz,21696–26127,AUGUST,AUGUST,TP
continuous_1008_S6_strategy2.npz,26127–30925,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_1009_S6_strategy2.npz,0–4199,BLACK,BLACK,TP
continuous_1009_S6_strategy2.npz,2466–4933,—,WRONG,FP
continuous_1009_S6_strategy2.npz,4199–8445,SPAGHETTI,SPAGHETTI,TP
continuous_1009_S6_strategy2.npz,7433–9900,—,SUNDAY,FP
continuous_1009_S6_strategy2.npz,8445–12674,SUNDAY,—,FN
continuous_1009_S6_strategy2.npz,9900–12366,—,SLOW,FP
continuous_1009_S6_strategy2.npz,12366–14866,—,DEAF,FP
continuous_1009_S6_strategy2.npz,12674–16973,SLOW,—,FN
continuous_1009_S6_strategy2.npz,14866–17333,—,DEAF BLIND,FP
continuous_1009_S6_strategy2.npz,16973–21219,DEAF BLIND,—,FN
continuous_1009_S6_strategy2.npz,17333–19800,—,BLIND,FP
continuous_1009_S6_strategy2.npz,19800–22300,—,SEE YOU TOMORROW,FP
continuous_1009_S6_strategy2.npz,21219–25984,SEE YOU TOMORROW,—,FN
continuous_1009_S6_strategy2.npz,22300–24766,—,TOMORROW,FP
continuous_1009_S6_strategy2.npz,24766–27233,—,GOOD AFTERNOON,FP
continuous_1009_S6_strategy2.npz,25984–30534,SEVEN,SEVEN,TP
continuous_1010_S6_strategy2.npz,0–4166,MILK,MILK,TP
continuous_1010_S6_strategy2.npz,4166–8609,WRONG,—,FN
continuous_1010_S6_strategy2.npz,6333–9500,—,WRONG,FP
continuous_1010_S6_strategy2.npz,8609–12855,COUSIN,COUSIN,TP
continuous_1010_S6_strategy2.npz,12855–16887,WHITE,WHITE,TP
continuous_1010_S6_strategy2.npz,16887–21346,YOURE WELCOME,YOURE WELCOME,TP
continuous_1010_S6_strategy2.npz,21346–25592,JUNE,JUNE,TP
continuous_1011_S6_strategy2.npz,0–4729,KNOW,KNOW,TP
continuous_1011_S6_strategy2.npz,4729–9136,NINE,NINE,TP
continuous_1011_S6_strategy2.npz,9136–13401,THANK YOU,THANK YOU,TP
continuous_1011_S6_strategy2.npz,13401–17647,TUESDAY,TUESDAY,TP
continuous_1011_S6_strategy2.npz,17647–21860,DARK,DARK,TP
continuous_1011_S6_strategy2.npz,21860–26106,MARRIED,MARRIED,TP
continuous_1012_S6_strategy2.npz,0–4232,GOOD EVENING,GOOD EVENING,TP
continuous_1012_S6_strategy2.npz,4232–8495,AUGUST,AUGUST,TP
continuous_1012_S6_strategy2.npz,8000–10666,—,SEPTEMBER,FP
continuous_1012_S6_strategy2.npz,8495–12774,TOMORROW,—,FN
continuous_1012_S6_strategy2.npz,10666–13333,—,TOMORROW,FP
continuous_1012_S6_strategy2.npz,12774–17360,THREE,THREE,TP
continuous_1012_S6_strategy2.npz,17360–21606,WHITE,WHITE,TP
continuous_1013_S6_strategy2.npz,0–4132,GRANDMOTHER,GRANDMOTHER,TP
continuous_1013_S6_strategy2.npz,4132–8227,TOMORROW,TOMORROW,TP
continuous_1013_S6_strategy2.npz,6266–9400,—,THREE,FP
continuous_1013_S6_strategy2.npz,8227–12670,THREE,—,FN
continuous_1013_S6_strategy2.npz,12670–16869,GOOD EVENING,GOOD EVENING,TP
continuous_1013_S6_strategy2.npz,15700–18833,—,PINK,FP
continuous_1013_S6_strategy2.npz,16869–21115,PINK,—,FN
continuous_1013_S6_strategy2.npz,18833–21966,—,SPAGHETTI,FP
continuous_1013_S6_strategy2.npz,21115–25361,CRAB,CRAB,TP
continuous_1014_S6_strategy2.npz,0–4586,FAST,FAST,TP
continuous_1014_S6_strategy2.npz,4586–8832,BLACK,BLACK,TP
continuous_1014_S6_strategy2.npz,8832–13563,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_1014_S6_strategy2.npz,13563–17809,MARCH,MARCH,TP
continuous_1014_S6_strategy2.npz,17809–22055,COLD,COLD,TP
continuous_1014_S6_strategy2.npz,22055–26254,FIVE,FIVE,TP
continuous_1015_S6_strategy2.npz,0–4246,BREAD,BREAD,TP
continuous_1015_S6_strategy2.npz,2700–5400,—,SPAGHETTI,FP
continuous_1015_S6_strategy2.npz,4246–8492,SATURDAY,SATURDAY,TP
continuous_1015_S6_strategy2.npz,8492–12771,PARENTS,PARENTS,TP
continuous_1015_S6_strategy2.npz,12771–17357,FAST,FAST,TP
continuous_1015_S6_strategy2.npz,13500–16233,—,MOTHER,FP
continuous_1015_S6_strategy2.npz,17357–21570,WOMAN,WOMAN,TP
continuous_1015_S6_strategy2.npz,21570–26264,SIX,SIX,TP
continuous_1015_S6_strategy2.npz,26264–30264,COLD,COLD,TP
continuous_1016_S6_strategy2.npz,0–4213,NO SUGAR,NO SUGAR,TP
continuous_1016_S6_strategy2.npz,4213–8459,TODAY,TODAY,TP
continuous_1016_S6_strategy2.npz,8459–12705,MARCH,MARCH,TP
continuous_1016_S6_strategy2.npz,12705–16951,YELLOW,YELLOW,TP
continuous_1016_S6_strategy2.npz,16000–19200,—,GREEN,FP
continuous_1016_S6_strategy2.npz,16951–21573,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_1016_S6_strategy2.npz,21573–25819,COUSIN,COUSIN,TP
continuous_1017_S6_strategy2.npz,0–4246,CHICKEN,CHICKEN,TP
continuous_1017_S6_strategy2.npz,2966–5966,—,ORANGE,FP
continuous_1017_S6_strategy2.npz,4246–8459,WINE,WINE,TP
continuous_1017_S6_strategy2.npz,8459–12705,WHITE,WHITE,TP
continuous_1017_S6_strategy2.npz,12705–16767,YESTERDAY,YESTERDAY,TP
continuous_1017_S6_strategy2.npz,16767–20832,AUNTIE,AUNTIE,TP
continuous_1018_S6_strategy2.npz,0–4246,FRIDAY,FRIDAY,TP
continuous_1018_S6_strategy2.npz,4246–8411,RICE,RICE,TP
continuous_1018_S6_strategy2.npz,6300–9466,—,GRAY,FP
continuous_1018_S6_strategy2.npz,8411–12624,GRAY,—,FN
continuous_1018_S6_strategy2.npz,9466–12633,—,JUICE,FP
continuous_1018_S6_strategy2.npz,12624–16789,JUICE,—,FN
continuous_1018_S6_strategy2.npz,12633–15800,—,MEAT,FP
continuous_1018_S6_strategy2.npz,16789–21035,MARRIED,MARRIED,TP
continuous_1018_S6_strategy2.npz,21035–25234,GOOD MORNING,GOOD MORNING,TP
continuous_1019_S6_strategy2.npz,0–4550,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_1019_S6_strategy2.npz,4550–9082,CHICKEN,CHICKEN,TP
continuous_1019_S6_strategy2.npz,9082–13361,HOT,HOT,TP
continuous_1019_S6_strategy2.npz,13361–17640,COUSIN,COUSIN,TP
continuous_1019_S6_strategy2.npz,17640–21668,THURSDAY,THURSDAY,TP
continuous_1020_S6_strategy2.npz,0–5164,NICE TO MEET YOU,NICE TO MEET YOU,TP
continuous_1020_S6_strategy2.npz,2466–4933,—,HOW ARE YOU,FP
continuous_1020_S6_strategy2.npz,5164–9410,WHITE,WHITE,TP
continuous_1020_S6_strategy2.npz,7400–9866,—,DEAF,FP
continuous_1020_S6_strategy2.npz,9410–13623,TOMORROW,TOMORROW,TP
continuous_1020_S6_strategy2.npz,12333–14800,—,TEN,FP
continuous_1020_S6_strategy2.npz,13623–17869,BOY,BOY,TP
continuous_1020_S6_strategy2.npz,14800–17266,—,MAN,FP
continuous_1020_S6_strategy2.npz,17869–22115,SUGAR,SUGAR,TP
continuous_1021_S6_strategy2.npz,0–4246,PARENTS,PARENTS,TP
continuous_1021_S6_strategy2.npz,2300–4600,—,MOTHER,FP
continuous_1021_S6_strategy2.npz,4246–8311,TWO,TWO,TP
continuous_1021_S6_strategy2.npz,6900–9233,—,TODAY,FP
continuous_1021_S6_strategy2.npz,8311–12557,TODAY,—,FN
continuous_1021_S6_strategy2.npz,9233–11533,—,GOOD MORNING,FP
continuous_1021_S6_strategy2.npz,11533–13833,—,SLOW,FP
continuous_1021_S6_strategy2.npz,12557–17107,SLOW,—,FN
continuous_1021_S6_strategy2.npz,13833–16133,—,JULY,FP
continuous_1021_S6_strategy2.npz,17107–21353,SUGAR,SUGAR,TP
continuous_1021_S6_strategy2.npz,18466–20766,—,RED,FP
continuous_1021_S6_strategy2.npz,20766–23066,—,FOUR,FP
continuous_1021_S6_strategy2.npz,21353–25599,MARRIED,MARRIED,TP
continuous_1022_S6_strategy2.npz,0–4279,DECEMBER,DECEMBER,TP
continuous_1022_S6_strategy2.npz,2966–5966,—,MAY,FP
continuous_1022_S6_strategy2.npz,4279–8492,GRANDMOTHER,GRANDMOTHER,TP
continuous_1022_S6_strategy2.npz,8492–12738,SATURDAY,SATURDAY,TP
continuous_1022_S6_strategy2.npz,12738–16937,EIGHT,EIGHT,TP
continuous_1022_S6_strategy2.npz,16937–21170,YES,YES,TP
continuous_1022_S6_strategy2.npz,21170–25449,HOT,HOT,TP
continuous_1022_S6_strategy2.npz,23866–26833,—,DEAF BLIND,FP
continuous_1022_S6_strategy2.npz,25449–29748,MEAT,MEAT,TP
continuous_1023_S6_strategy2.npz,0–4246,WHITE,WHITE,TP
continuous_1023_S6_strategy2.npz,4246–8492,OCTOBER,OCTOBER,TP
continuous_1023_S6_strategy2.npz,8492–12738,HOT,HOT,TP
continuous_1023_S6_strategy2.npz,10000–13333,—,COUSIN,FP
continuous_1023_S6_strategy2.npz,12738–16984,COUSIN,—,FN
continuous_1023_S6_strategy2.npz,13333–16700,—,UNDERSTAND,FP
continuous_1023_S6_strategy2.npz,16700–20033,—,TEN,FP
continuous_1023_S6_strategy2.npz,16984–21713,UNDERSTAND,—,FN
continuous_1023_S6_strategy2.npz,21713–26012,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_1023_S6_strategy2.npz,26012–30258,BLIND,BLIND,TP
continuous_1024_S6_strategy2.npz,0–4246,EGG,EGG,TP
continuous_1024_S6_strategy2.npz,4246–8492,JANUARY,JANUARY,TP
continuous_1024_S6_strategy2.npz,7066–10600,—,THANK YOU,FP
continuous_1024_S6_strategy2.npz,8492–12658,THANK YOU,—,FN
continuous_1024_S6_strategy2.npz,10600–14133,—,BEER,FP
continuous_1024_S6_strategy2.npz,12658–16904,BEER,—,FN
continuous_1024_S6_strategy2.npz,14133–17666,—,AUNTIE,FP
continuous_1024_S6_strategy2.npz,16904–21149,YELLOW,YELLOW,TP
continuous_1025_S6_strategy2.npz,0–4279,THURSDAY,THURSDAY,TP
continuous_1025_S6_strategy2.npz,4279–8525,PINK,PINK,TP
continuous_1025_S6_strategy2.npz,8525–12657,LONGANISA,LONGANISA,TP
continuous_1025_S6_strategy2.npz,12657–16752,MAY,MAY,TP
continuous_1025_S6_strategy2.npz,15766–18400,—,DEAF BLIND,FP
continuous_1025_S6_strategy2.npz,16752–20965,DEAF,DEAF,TP
continuous_1026_S6_strategy2.npz,0–4132,GOOD MORNING,GOOD MORNING,TP
continuous_1026_S6_strategy2.npz,2666–5366,—,SHRIMP,FP
continuous_1026_S6_strategy2.npz,4132–8378,SHRIMP,—,FN
continuous_1026_S6_strategy2.npz,5366–8033,—,BOY,FP
continuous_1026_S6_strategy2.npz,8033–10733,—,SIX,FP
continuous_1026_S6_strategy2.npz,8378–12591,BOY,—,FN
continuous_1026_S6_strategy2.npz,10733–13400,—,THREE,FP
continuous_1026_S6_strategy2.npz,12591–16457,THREE,—,FN
continuous_1026_S6_strategy2.npz,13400–16100,—,LIGHT,FP
continuous_1026_S6_strategy2.npz,16457–20703,SUNDAY,SUNDAY,TP
continuous_1026_S6_strategy2.npz,20703–25504,DON'T KNOW,DON’T KNOW,TP
continuous_1026_S6_strategy2.npz,25504–29750,GRANDMOTHER,GRANDMOTHER,TP
continuous_1027_S6_strategy2.npz,0–4213,UNCLE,UNCLE,TP
continuous_1027_S6_strategy2.npz,2766–5533,—,WINE,FP
continuous_1027_S6_strategy2.npz,4213–8458,RED,RED,TP
continuous_1027_S6_strategy2.npz,8458–12972,UNDERSTAND,UNDERSTAND,TP
continuous_1027_S6_strategy2.npz,12972–17251,TOMORROW,TOMORROW,TP
continuous_1027_S6_strategy2.npz,17251–21212,DEAF,DEAF,TP
continuous_1027_S6_strategy2.npz,19366–22133,—,MONDAY,FP
continuous_1027_S6_strategy2.npz,21212–25404,FOUR,FOUR,TP
continuous_1028_S6_strategy2.npz,0–4099,LIGHT,LIGHT,TP
continuous_1028_S6_strategy2.npz,4099–8798,HOW ARE YOU,HOW ARE YOU,TP
continuous_1028_S6_strategy2.npz,5166–7766,—,ONE,FP
continuous_1028_S6_strategy2.npz,8798–13044,BREAD,BREAD,TP
continuous_1028_S6_strategy2.npz,13044–17290,FRIDAY,FRIDAY,TP
continuous_1028_S6_strategy2.npz,17290–21912,TEN,TEN,TP
continuous_1028_S6_strategy2.npz,21912–26158,SEPTEMBER,SEPTEMBER,TP
continuous_1029_S6_strategy2.npz,0–4028,AUGUST,AUGUST,TP
continuous_1029_S6_strategy2.npz,2566–5166,—,DECEMBER,FP
continuous_1029_S6_strategy2.npz,4028–7994,SIX,SIX,TP
continuous_1029_S6_strategy2.npz,7766–10366,—,DARK,FP
continuous_1029_S6_strategy2.npz,7994–12207,HOT,HOT,TP
continuous_1029_S6_strategy2.npz,12207–16420,FATHER,FATHER,TP
continuous_1029_S6_strategy2.npz,16420–20666,ORANGE,ORANGE,TP
continuous_1030_S6_strategy2.npz,0–4246,MEAT,MEAT,TP
continuous_1030_S6_strategy2.npz,2133–4266,—,NICE TO MEET YOU,FP
continuous_1030_S6_strategy2.npz,4246–8525,YESTERDAY,YESTERDAY,TP
continuous_1030_S6_strategy2.npz,8525–12771,BROWN,BROWN,TP
continuous_1030_S6_strategy2.npz,12771–16984,COUSIN,COUSIN,TP
continuous_1030_S6_strategy2.npz,14966–17100,—,TEN,FP
continuous_1030_S6_strategy2.npz,16984–21316,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_1030_S6_strategy2.npz,21316–25562,JUICE,JUICE,TP
continuous_1030_S6_strategy2.npz,21366–23500,—,SON,FP
continuous_1030_S6_strategy2.npz,25562–29808,JULY,JULY,TP
continuous_1030_S6_strategy2.npz,25633–27766,—,NICE TO MEET YOU,FP
continuous_1031_S6_strategy2.npz,0–4622,SIX,SIX,TP
continuous_1031_S6_strategy2.npz,2866–5766,—,TEN,FP
continuous_1031_S6_strategy2.npz,4622–9387,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_1031_S6_strategy2.npz,8666–11533,—,HELLO,FP
continuous_1031_S6_strategy2.npz,9387–13666,CHICKEN,CHICKEN,TP
continuous_1031_S6_strategy2.npz,13666–17912,TODAY,TODAY,TP
continuous_1031_S6_strategy2.npz,17912–22158,MARRIED,MARRIED,TP
continuous_1031_S6_strategy2.npz,20200–23100,—,OCTOBER,FP
continuous_1031_S6_strategy2.npz,22158–26220,MAY,MAY,TP
continuous_1032_S6_strategy2.npz,0–4299,GOOD AFTERNOON,GOOD AFTERNOON,TP
continuous_1032_S6_strategy2.npz,4299–8545,HARD OF HEARING,—,FN
continuous_1032_S6_strategy2.npz,6100–9133,—,HARD OF HEARING,FP
continuous_1032_S6_strategy2.npz,8545–12758,BLUE,BLUE,TP
continuous_1032_S6_strategy2.npz,9133–12200,—,COUSIN,FP
continuous_1032_S6_strategy2.npz,12758–17004,TEA,TEA,TP
continuous_1032_S6_strategy2.npz,17004–21283,DAUGHTER,DAUGHTER,TP
continuous_1033_S6_strategy2.npz,0–4265,GOOD EVENING,GOOD EVENING,TP
continuous_1033_S6_strategy2.npz,2700–5400,—,GIRL,FP
continuous_1033_S6_strategy2.npz,4265–8511,RICE,RICE,TP
continuous_1033_S6_strategy2.npz,8511–12677,CORRECT,CORRECT,TP
continuous_1033_S6_strategy2.npz,10800–13500,—,COFFEE,FP
continuous_1033_S6_strategy2.npz,12677–16922,HOT,HOT,TP
continuous_1033_S6_strategy2.npz,16922–21401,SIX,SIX,TP
continuous_1033_S6_strategy2.npz,21401–25647,COUSIN,COUSIN,TP
continuous_1033_S6_strategy2.npz,25647–29893,WHITE,WHITE,TP
continuous_1034_S6_strategy2.npz,0–4246,GREEN,GREEN,TP
continuous_1034_S6_strategy2.npz,4246–8245,DON'T UNDERSTAND,DON’T UNDERSTAND,TP
continuous_1034_S6_strategy2.npz,8245–12524,HARD OF HEARING,HARD OF HEARING,TP
continuous_1034_S6_strategy2.npz,12524–16737,WEDNESDAY,WEDNESDAY,TP
continuous_1034_S6_strategy2.npz,14733–17700,—,UNCLE,FP
continuous_1034_S6_strategy2.npz,16737–21016,UNCLE,—,FN
continuous_1034_S6_strategy2.npz,17700–20633,—,WINE,FP
continuous_1034_S6_strategy2.npz,21016–25116,HOW ARE YOU,HOW ARE YOU,TP
continuous_1034_S6_strategy2.npz,25116–29395,MARCH,MARCH,TP
continuous_1035_S6_strategy2.npz,0–4299,FIVE,FIVE,TP
continuous_1035_S6_strategy2.npz,2633–5266,—,BOY,FP
continuous_1035_S6_strategy2.npz,4299–8578,SON,SON,TP
continuous_1035_S6_strategy2.npz,7900–10533,—,DAUGHTER,FP
continuous_1035_S6_strategy2.npz,8578–12824,VIOLET,VIOLET,TP
continuous_1035_S6_strategy2.npz,12824–17070,MAN,MAN,TP
continuous_1035_S6_strategy2.npz,17070–21300,THURSDAY,THURSDAY,TP
continuous_1036_S6_strategy2.npz,0–4246,HARD OF HEARING,HARD OF HEARING,TP
continuous_1036_S6_strategy2.npz,4246–8442,FEBRUARY,FEBRUARY,TP
continuous_1036_S6_strategy2.npz,8442–12374,YELLOW,YELLOW,TP
continuous_1036_S6_strategy2.npz,12374–16653,WEDNESDAY,WEDNESDAY,TP
continuous_1036_S6_strategy2.npz,16653–20866,SON,SON,TP
continuous_1036_S6_strategy2.npz,20866–25416,SLOW,SLOW,TP
continuous_1037_S6_strategy2.npz,0–4200,HOW ARE YOU,HOW ARE YOU,TP
continuous_1037_S6_strategy2.npz,2433–4900,—,BREAD,FP
continuous_1037_S6_strategy2.npz,4200–8413,LIGHT,LIGHT,TP
continuous_1037_S6_strategy2.npz,7366–9800,—,OCTOBER,FP
continuous_1037_S6_strategy2.npz,8413–12626,OCTOBER,—,FN
continuous_1037_S6_strategy2.npz,9800–12266,—,BLACK,FP
